# Version 1.00
#
freq[Hz],Trc1_S21[dB],
8.000000000000000E+08,-1.214683720158526E+01,
8.000600000000000E+08,-1.218372537520151E+01,
8.001200000000000E+08,-1.217027448303770E+01,
8.001800000000000E+08,-1.219119044007781E+01,
8.002400000000000E+08,-1.218479993113232E+01,
8.003000000000000E+08,-1.218983347955613E+01,
8.003600000000000E+08,-1.219198213084914E+01,
8.004200000000000E+08,-1.221624364294831E+01,
8.004800000000000E+08,-1.219653718494984E+01,
8.005400000000000E+08,-1.219282579080895E+01,
8.006000000000000E+08,-1.220414745093800E+01,
8.006600000000000E+08,-1.220690029186212E+01,
8.007200000000000E+08,-1.219508319027611E+01,
8.007800000000000E+08,-1.221817492183781E+01,
8.008400000000000E+08,-1.220413695563525E+01,
8.009000000000000E+08,-1.221359206976944E+01,
8.009600000000000E+08,-1.223278773180203E+01,
8.010200000000000E+08,-1.222725767727998E+01,
8.010800000000000E+08,-1.223696632030201E+01,
8.011400000000000E+08,-1.224396222632670E+01,
8.012000000000000E+08,-1.223217665039746E+01,
8.012600000000000E+08,-1.224305979507079E+01,
8.013200000000000E+08,-1.224560841107462E+01,
8.013800000000000E+08,-1.224271491487322E+01,
8.014400000000000E+08,-1.225705015339265E+01,
8.015000000000000E+08,-1.227495837708354E+01,
8.015600000000000E+08,-1.224314363550175E+01,
8.016200000000000E+08,-1.225893154157983E+01,
8.016800000000000E+08,-1.226779550564009E+01,
8.017400000000000E+08,-1.226889889982712E+01,
8.018000000000000E+08,-1.227091174693145E+01,
8.018600000000000E+08,-1.228754310539333E+01,
8.019200000000000E+08,-1.226789043648774E+01,
8.019800000000000E+08,-1.227802916479665E+01,
8.020400000000000E+08,-1.228777320103883E+01,
8.021000000000000E+08,-1.227588874411979E+01,
8.021600000000000E+08,-1.230026524950270E+01,
8.022200000000000E+08,-1.230290803613223E+01,
8.022800000000000E+08,-1.230069668814800E+01,
8.023400000000000E+08,-1.230983814644261E+01,
8.024000000000000E+08,-1.231101388301760E+01,
8.024600000000000E+08,-1.230895571027395E+01,
8.025200000000000E+08,-1.230247068104899E+01,
8.025800000000000E+08,-1.231418010993588E+01,
8.026400000000000E+08,-1.230948573283782E+01,
