# Version 1.00
#
freq[Hz],Trc1_S21[dB],
8.000000000000000E+08,-5.873740416335478E+00,
8.000600000000000E+08,-5.875222520654804E+00,
8.001200000000000E+08,-5.874062911487097E+00,
8.001800000000000E+08,-5.876895030926727E+00,
8.002400000000000E+08,-5.872014788358686E+00,
8.003000000000000E+08,-5.871521321659676E+00,
8.003600000000000E+08,-5.867490135761278E+00,
8.004200000000000E+08,-5.870531897214963E+00,
8.004800000000000E+08,-5.863522347955255E+00,
8.005400000000000E+08,-5.851430528114382E+00,
8.006000000000000E+08,-5.863341197870273E+00,
8.006600000000000E+08,-5.862505847754646E+00,
8.007200000000000E+08,-5.857877131620363E+00,
8.007800000000000E+08,-5.860218015923262E+00,
8.008400000000000E+08,-5.856681592123985E+00,
8.009000000000000E+08,-5.847894768567668E+00,
8.009600000000000E+08,-5.855006863755623E+00,
8.010200000000000E+08,-5.857407720319046E+00,
8.010800000000000E+08,-5.852611193342704E+00,
8.011400000000000E+08,-5.849992079779694E+00,
8.012000000000000E+08,-5.841275960654089E+00,
8.012600000000000E+08,-5.844238596740608E+00,
8.013200000000000E+08,-5.839021812568346E+00,
8.013800000000000E+08,-5.832769575576079E+00,
8.014400000000000E+08,-5.835429729616188E+00,
8.015000000000000E+08,-5.831808536604102E+00,
8.015600000000000E+08,-5.834254979947769E+00,
8.016200000000000E+08,-5.829665637181908E+00,
8.016800000000000E+08,-5.835358362003928E+00,
8.017400000000000E+08,-5.834183339922153E+00,
8.018000000000000E+08,-5.825130734785754E+00,
8.018600000000000E+08,-5.825756810385265E+00,
8.019200000000000E+08,-5.827195413132359E+00,
8.019800000000000E+08,-5.826469560492554E+00,
8.020400000000000E+08,-5.820167075614591E+00,
8.021000000000000E+08,-5.814257951106483E+00,
8.021600000000000E+08,-5.814757151032629E+00,
8.022200000000000E+08,-5.826109654536486E+00,
8.022800000000000E+08,-5.822118928918670E+00,
8.023400000000000E+08,-5.820348932113658E+00,
8.024000000000000E+08,-5.826660914173516E+00,
8.024600000000000E+08,-5.810147970518688E+00,
8.025200000000000E+08,-5.806272727448318E+00,
8.025800000000000E+08,-5.803865272679932E+00,
8.026400000000000E+08,-5.806011784953120E+00,
8.027000000000000E+08,-5.809249704210667E+00,
8.027600000000000E+08,-5.800457735429463E+00,
8.028200000000000E+08,-5.798668074692168E+00,
8.028800000000000E+08,-5.798958032420725E+00,
8.029400000000000E+08,-5.805031697302852E+00,
8.030000000000000E+08,-5.802645763576347E+00,
8.030600000000000E+08,-5.805796361557116E+00,
8.031200000000000E+08,-5.794145576209296E+00,
8.031800000000000E+08,-5.789697881008874E+00,
8.032400000000000E+08,-5.789192809371507E+00,
8.033000000000000E+08,-5.779337617067775E+00,
8.033600000000000E+08,-5.780317390349291E+00,
8.034200000000000E+08,-5.788426119953225E+00,
8.034800000000000E+08,-5.785018960858589E+00,
8.035400000000000E+08,-5.783050759785073E+00,
8.036000000000000E+08,-5.790557544199608E+00,
8.036600000000000E+08,-5.775864017124448E+00,
8.037200000000000E+08,-5.776774317549992E+00,
8.037800000000000E+08,-5.772786806340621E+00,
8.038400000000000E+08,-5.774627450841441E+00,
8.039000000000000E+08,-5.772518367219148E+00,
8.039600000000000E+08,-5.768092827241142E+00,
8.040200000000000E+08,-5.772985846235464E+00,
8.040800000000000E+08,-5.761323178389236E+00,
8.041400000000000E+08,-5.764228002682633E+00,
8.042000000000000E+08,-5.757176076864472E+00,
8.042600000000000E+08,-5.761005444770944E+00,
8.043200000000000E+08,-5.762465595953110E+00,
8.043800000000000E+08,-5.770706722048446E+00,
8.044400000000000E+08,-5.752134328624051E+00,
8.045000000000000E+08,-5.757410765055426E+00,
8.045600000000000E+08,-5.757572989133148E+00,
8.046200000000000E+08,-5.755984903819390E+00,
8.046800000000000E+08,-5.748449709739890E+00,
8.047400000000000E+08,-5.745623522411858E+00,
8.048000000000000E+08,-5.757418272544117E+00,
8.048600000000000E+08,-5.744231414621641E+00,
8.049200000000000E+08,-5.751293590630934E+00,
8.049800000000000E+08,-5.746314316509604E+00,
8.050400000000000E+08,-5.739344124405385E+00,
8.051000000000000E+08,-5.745383720293046E+00,
8.051600000000000E+08,-5.725397549010774E+00,
8.052200000000000E+08,-5.736505561875739E+00,
8.052800000000000E+08,-5.730574846525991E+00,
8.053400000000000E+08,-5.731756834685230E+00,
8.054000000000000E+08,-5.725348279094079E+00,
8.054600000000000E+08,-5.729548757478194E+00,
8.055200000000000E+08,-5.731901323924808E+00,
8.055800000000000E+08,-5.726758778503115E+00,
8.056400000000000E+08,-5.718089570735124E+00,
8.057000000000000E+08,-5.725324120331674E+00,
8.057600000000000E+08,-5.726140536969380E+00,
8.058200000000000E+08,-5.716229007996658E+00,
8.058800000000000E+08,-5.711147565628188E+00,
8.059400000000000E+08,-5.724581476654257E+00,
8.060000000000000E+08,-5.718794096317855E+00,
8.060600000000000E+08,-5.717086184836480E+00,
8.061200000000000E+08,-5.707662437470802E+00,
8.061800000000000E+08,-5.704018692617351E+00,
8.062400000000000E+08,-5.708140534986396E+00,
8.063000000000000E+08,-5.715119941371293E+00,
8.063600000000000E+08,-5.708906845206876E+00,
8.064200000000000E+08,-5.703758708255734E+00,
8.064800000000000E+08,-5.699185225249270E+00,
