# Version 1.00
#
freq[Hz],Trc1_S21[dB],
8.000000000000000E+08,-1.190585134132778E+01,
8.000600000000000E+08,-1.190447025387199E+01,
8.001200000000000E+08,-1.190140037164175E+01,
8.001800000000000E+08,-1.192065345650078E+01,
8.002400000000000E+08,-1.192877794644508E+01,
8.003000000000000E+08,-1.191953825420813E+01,
8.003600000000000E+08,-1.193691472099310E+01,
8.004200000000000E+08,-1.192448365614466E+01,
8.004800000000000E+08,-1.193267318001219E+01,
8.005400000000000E+08,-1.193318335843347E+01,
8.006000000000000E+08,-1.191796311918793E+01,
8.006600000000000E+08,-1.193751796217748E+01,
8.007200000000000E+08,-1.193391215900550E+01,
8.007800000000000E+08,-1.194111000653246E+01,
8.008400000000000E+08,-1.192814309958821E+01,
8.009000000000000E+08,-1.193148195869703E+01,
8.009600000000000E+08,-1.195334052764709E+01,
8.010200000000000E+08,-1.194966108759576E+01,
8.010800000000000E+08,-1.195497333197321E+01,
8.011400000000000E+08,-1.194715288816024E+01,
8.012000000000000E+08,-1.195211914231804E+01,
8.012600000000000E+08,-1.197172609975079E+01,
8.013200000000000E+08,-1.196329577606635E+01,
8.013800000000000E+08,-1.197531060254837E+01,
8.014400000000000E+08,-1.197822286649345E+01,
8.015000000000000E+08,-1.198012032480097E+01,
8.015600000000000E+08,-1.197543488696927E+01,
8.016200000000000E+08,-1.197979410677578E+01,
8.016800000000000E+08,-1.198461932915515E+01,
8.017400000000000E+08,-1.199139594828412E+01,
8.018000000000000E+08,-1.197593156617408E+01,
8.018600000000000E+08,-1.199837419369524E+01,
8.019200000000000E+08,-1.199072070997405E+01,
8.019800000000000E+08,-1.200845350582665E+01,
8.020400000000000E+08,-1.199471379407701E+01,
8.021000000000000E+08,-1.200391765524912E+01,
8.021600000000000E+08,-1.199223790316774E+01,
8.022200000000000E+08,-1.202084314568356E+01,
8.022800000000000E+08,-1.201680235842549E+01,
8.023400000000000E+08,-1.202287292041546E+01,
8.024000000000000E+08,-1.202506562611276E+01,
8.024600000000000E+08,-1.202459821534391E+01,
8.025200000000000E+08,-1.202503958482669E+01,
8.025800000000000E+08,-1.202375039461823E+01,
8.026400000000000E+08,-1.204747804297614E+01,
8.027000000000000E+08,-1.203773931258557E+01,
8.027600000000000E+08,-1.204654153877548E+01,
8.028200000000000E+08,-1.204633306235590E+01,
8.028800000000000E+08,-1.204040037937494E+01,
8.029400000000000E+08,-1.204103478534505E+01,
8.030000000000000E+08,-1.205575506894613E+01,
8.030600000000000E+08,-1.205718515775436E+01,
8.031200000000000E+08,-1.205638147511393E+01,
8.031800000000000E+08,-1.204441894976983E+01,
8.032400000000000E+08,-1.206255708182250E+01,
8.033000000000000E+08,-1.206493031355412E+01,
8.033600000000000E+08,-1.206299730410787E+01,
8.034200000000000E+08,-1.206656487243489E+01,
8.034800000000000E+08,-1.207126397909862E+01,
8.035400000000000E+08,-1.207089669027190E+01,
8.036000000000000E+08,-1.207273109607046E+01,
8.036600000000000E+08,-1.207021992878514E+01,
8.037200000000000E+08,-1.208342645707254E+01,
8.037800000000000E+08,-1.208339278201129E+01,
8.038400000000000E+08,-1.209004733601031E+01,
8.039000000000000E+08,-1.209429520212665E+01,
8.039600000000000E+08,-1.209684039391616E+01,
8.040200000000000E+08,-1.209260325253794E+01,
8.040800000000000E+08,-1.210289806382208E+01,
8.041400000000000E+08,-1.210018626603617E+01,
8.042000000000000E+08,-1.210808411075341E+01,
8.042600000000000E+08,-1.211819097150001E+01,
8.043200000000000E+08,-1.211469730618281E+01,
8.043800000000000E+08,-1.211506102339279E+01,
8.044400000000000E+08,-1.210629851320333E+01,
8.045000000000000E+08,-1.211904376641749E+01,
8.045600000000000E+08,-1.212123202141703E+01,
8.046200000000000E+08,-1.211282119048749E+01,
8.046800000000000E+08,-1.212887619303701E+01,
8.047400000000000E+08,-1.211814932793144E+01,
8.048000000000000E+08,-1.214121101121079E+01,
8.048600000000000E+08,-1.214237432041616E+01,
8.049200000000000E+08,-1.215248085909826E+01,
8.049800000000000E+08,-1.214517605110347E+01,
8.050400000000000E+08,-1.215489363717905E+01,
8.051000000000000E+08,-1.213897444011932E+01,
8.051600000000000E+08,-1.214469469571492E+01,
8.052200000000000E+08,-1.214905260697184E+01,
8.052800000000000E+08,-1.215463369357659E+01,
8.053400000000000E+08,-1.215413450341771E+01,
8.054000000000000E+08,-1.215773313086595E+01,
8.054600000000000E+08,-1.215536098427981E+01,
8.055200000000000E+08,-1.217958309349457E+01,
8.055800000000000E+08,-1.216095366396381E+01,
8.056400000000000E+08,-1.216276501373957E+01,
8.057000000000000E+08,-1.217635414433723E+01,
8.057600000000000E+08,-1.218954116923833E+01,
8.058200000000000E+08,-1.218048682140076E+01,
8.058800000000000E+08,-1.220363411585390E+01,
8.059400000000000E+08,-1.221340043834285E+01,
8.060000000000000E+08,-1.219080132476144E+01,
8.060600000000000E+08,-1.218928821094901E+01,
8.061200000000000E+08,-1.219151004402979E+01,
8.061800000000000E+08,-1.220358981817967E+01,
8.062400000000000E+08,-1.221636031151107E+01,
8.063000000000000E+08,-1.220183774212252E+01,
8.063600000000000E+08,-1.220580336056245E+01,
8.064200000000000E+08,-1.221788473323676E+01,
8.064800000000000E+08,-1.221370691756615E+01,
8.065400000000000E+08,-1.221042248665051E+01,
8.066000000000000E+08,-1.222639566493211E+01,
8.066600000000000E+08,-1.221478572570959E+01,
8.067200000000000E+08,-1.222332212157277E+01,
8.067800000000000E+08,-1.222168031414159E+01,
8.068400000000000E+08,-1.221154687799887E+01,
8.069000000000000E+08,-1.224042414097616E+01,
8.069600000000000E+08,-1.223369656017926E+01,
8.070200000000000E+08,-1.224807988949161E+01,
8.070800000000000E+08,-1.222799014347787E+01,
8.071400000000000E+08,-1.224137391677741E+01,
8.072000000000000E+08,-1.225382717432082E+01,
8.072600000000000E+08,-1.225460461198661E+01,
8.073200000000000E+08,-1.224769546116514E+01,
8.073800000000000E+08,-1.225718382615431E+01,
8.074400000000000E+08,-1.226380756911275E+01,
8.075000000000000E+08,-1.226623881081825E+01,
8.075600000000000E+08,-1.227062485593709E+01,
8.076200000000000E+08,-1.229845444292181E+01,
8.076800000000000E+08,-1.227110691488767E+01,
8.077400000000000E+08,-1.227730371419968E+01,
8.078000000000000E+08,-1.226929142150827E+01,
8.078600000000000E+08,-1.228888008347419E+01,
8.079200000000000E+08,-1.227880474483015E+01,
8.079800000000000E+08,-1.227730401868660E+01,
8.080400000000000E+08,-1.227321718176316E+01,
8.081000000000000E+08,-1.228588394185076E+01,
8.081600000000000E+08,-1.230042847888592E+01,
8.082200000000000E+08,-1.229354577660133E+01,
8.082800000000000E+08,-1.229536568080128E+01,
8.083400000000000E+08,-1.229682331967852E+01,
8.084000000000000E+08,-1.230109850975627E+01,
8.084600000000000E+08,-1.232168746765666E+01,
8.085200000000000E+08,-1.231469577096908E+01,
8.085800000000000E+08,-1.231212739835049E+01,
8.086400000000000E+08,-1.231583639544941E+01,
8.087000000000000E+08,-1.232334828416783E+01,
8.087600000000000E+08,-1.231532524024206E+01,
8.088200000000000E+08,-1.233115023021040E+01,
8.088800000000000E+08,-1.232589177406507E+01,
8.089400000000000E+08,-1.233862567286223E+01,
8.090000000000000E+08,-1.232022101351141E+01,
8.090600000000000E+08,-1.234271681333016E+01,
8.091200000000000E+08,-1.234470343917533E+01,
8.091800000000000E+08,-1.233765261686423E+01,
8.092400000000000E+08,-1.233590070788992E+01,
8.093000000000000E+08,-1.233936693427673E+01,
8.093600000000000E+08,-1.234160111422299E+01,
8.094200000000000E+08,-1.235033032497321E+01,
8.094800000000000E+08,-1.235385291257573E+01,
8.095400000000000E+08,-1.235594784320839E+01,
8.096000000000000E+08,-1.237133479339606E+01,
8.096600000000000E+08,-1.236603773903919E+01,
8.097200000000000E+08,-1.236114363494219E+01,
8.097800000000000E+08,-1.237490295216278E+01,
8.098400000000000E+08,-1.236907018606592E+01,
8.099000000000000E+08,-1.237385095945498E+01,
8.099600000000000E+08,-1.236979108660532E+01,
8.100200000000000E+08,-1.238397924758727E+01,
8.100800000000000E+08,-1.238617650701669E+01,
8.101400000000000E+08,-1.238803205644691E+01,
8.102000000000000E+08,-1.239413494945822E+01,
8.102600000000000E+08,-1.239856646466759E+01,
8.103200000000000E+08,-1.238646568328075E+01,
8.103800000000000E+08,-1.239023704793179E+01,
8.104400000000000E+08,-1.240219478235502E+01,
8.105000000000000E+08,-1.240934020258837E+01,
8.105600000000000E+08,-1.239849478396144E+01,
8.106200000000000E+08,-1.240838675402230E+01,
8.106800000000000E+08,-1.240945681876425E+01,
8.107400000000000E+08,-1.242115772357679E+01,
8.108000000000000E+08,-1.242010888288500E+01,
8.108600000000000E+08,-1.242519668418141E+01,
8.109200000000000E+08,-1.242546605518775E+01,
8.109800000000000E+08,-1.241956592130004E+01,
8.110400000000000E+08,-1.243544088677796E+01,
8.111000000000000E+08,-1.242755688746316E+01,
8.111600000000000E+08,-1.242996925328722E+01,
8.112200000000000E+08,-1.243692979031389E+01,
8.112800000000000E+08,-1.243904140014222E+01,
8.113400000000000E+08,-1.244024177799877E+01,
8.114000000000000E+08,-1.244838105482880E+01,
8.114600000000000E+08,-1.245150677576413E+01,
8.115200000000000E+08,-1.244851557747493E+01,
8.115800000000000E+08,-1.247135742460044E+01,
8.116400000000000E+08,-1.244751584457800E+01,
8.117000000000000E+08,-1.247086927728572E+01,
8.117600000000000E+08,-1.247160821978620E+01,
8.118200000000000E+08,-1.246431594899707E+01,
8.118800000000000E+08,-1.247891105387716E+01,
8.119400000000000E+08,-1.247885431729850E+01,
8.120000000000000E+08,-1.248022795473594E+01,
8.120600000000000E+08,-1.247589961612099E+01,
8.121200000000000E+08,-1.246271454808973E+01,
8.121800000000000E+08,-1.249027947597774E+01,
8.122400000000000E+08,-1.247940800657230E+01,
8.123000000000000E+08,-1.247445323348058E+01,
8.123600000000000E+08,-1.249523722519987E+01,
8.124200000000000E+08,-1.249208957942626E+01,
8.124800000000000E+08,-1.249098249667793E+01,
8.125400000000000E+08,-1.250976269014932E+01,
8.126000000000000E+08,-1.250521844703131E+01,
8.126600000000000E+08,-1.251999016353324E+01,
8.127200000000000E+08,-1.251301550325478E+01,
8.127800000000000E+08,-1.251577768452313E+01,
8.128400000000000E+08,-1.251097074366829E+01,
8.129000000000000E+08,-1.252825046933135E+01,
8.129600000000000E+08,-1.251555097005945E+01,
8.130200000000000E+08,-1.252474343150839E+01,
8.130800000000000E+08,-1.252071920628022E+01,
8.131400000000000E+08,-1.253095061982835E+01,
8.132000000000000E+08,-1.252543390991310E+01,
8.132600000000000E+08,-1.253694456918311E+01,
8.133200000000000E+08,-1.253557176479379E+01,
8.133800000000000E+08,-1.254697314473512E+01,
8.134400000000000E+08,-1.256024677276632E+01,
8.135000000000000E+08,-1.254321003787438E+01,
8.135600000000000E+08,-1.254668206042203E+01,
8.136200000000000E+08,-1.256269732945108E+01,
8.136800000000000E+08,-1.254427622193034E+01,
8.137400000000000E+08,-1.254547454409706E+01,
8.138000000000000E+08,-1.256178032940618E+01,
8.138600000000000E+08,-1.255918503629654E+01,
8.139200000000000E+08,-1.255748694464254E+01,
8.139800000000000E+08,-1.256910427735282E+01,
8.140400000000000E+08,-1.256509700471079E+01,
8.141000000000000E+08,-1.258036535680566E+01,
8.141600000000000E+08,-1.257101469480426E+01,
8.142200000000000E+08,-1.257084007425375E+01,
